question,gemma3_reply
ካብዞም ዝስዕቡ ሬንጀር ጣብያታት ኣየነይቲ እያ ክልተ ዓይነት ንኣጋይሽ ዝካረ መንበሪ ኣማራፂታት እትህብ?,"The correct answer is **A: ሲሬና**.

Here's why:

The text states: ""ሲረና ካብ ግልጋሎት ካምፕ ብተወሳኺ መሕደርን ውዑይ ምግብን ዘቕርብ ብሕታዊ ናይቲ ብሄራዊ ፓርክ ናይ ጠበቓ ጣብያ እዩ."" (Sirena offers lodging and hot meals in addition to ranger services). This directly identifies Sirena as a ranger station that provides more than just basic services - it offers lodging which aligns with providing a different type of camping experience.

The other options are described as camps that *receive* services, but are not described as ranger stations offering different amenities."
ብመሰረት እቲ ጥቕሲ፡ ኣብ ክንዲ ልቓሕ ብጥረ ገንዘብ ክትጥቀም እንተደሊኻ፡ ኣበይ ኢኻ ፍቓድ መናፈሻ ክተትሕዝ ትኽእል?,"The correct answer is **B: ፕዌርቶ ዪሜኔዝ**.

Here's why:

The text states: ""ኣብ ፕዌርቶ ዪሜኔዝ ካብ ዝርከብ ጣብያ ሬንጀር ብቐጥታ ናይ ፓርክ ፍቓድ ምርካብ ይከኣል ንኽፍሊት ግን ክሬዲት ካርዲ ኣይቅበሉን.""  This translates to: ""You can obtain a park permit directly from the ranger station in Puerto Yimenez, but they do not accept credit cards."" 

Since the question asks where you can obtain a permit if you want to pay with cash, Puerto Yimenez is the only option listed that explicitly states they don't accept credit cards, implying cash payment is possible."
ብመሰረት እቲ ጥቕሲ፡ ኣብ ዓቐበት እንታይ ዓይነት ስኪንግ እዩ ዝግበር?,"The correct answer is **A: ናይ ምሕዃር ስኪንግ (Backcountry Skiing)**.

Here's why:

The passage specifically mentions ""የኸዓ ናይ ምሕዃር ምንሽርታት"" (even backcountry excursions) and describes skis suitable for ""ምህዃር ጎቦን"" (backcountry slopes). It also contrasts this with groomed ski trails and emphasizes the need for carrying equipment because you can't easily access these areas by car.  This all points directly to backcountry skiing.

Let's look at why the other options are incorrect:

* **B: ናይ ድሕሪት ስኪንግ (Downhill Skiing):** The passage specifically contrasts this type of skiing with the described backcountry skiing.
* **C: ምሕዃር ጎቦ (Backcountry Slope):** This describes *where* they ski, not *what type* of skiing they do.
* **D: ብስኪንግ ጉዕዞ ምግባር (Ski Touring):**  While related to backcountry skiing, the passage focuses on the type of skiing done *on* the backcountry slopes, not the method of getting there (although it mentions the need to carry equipment for touring).



"
ብመሰረት እቲ ጥቕሲ፡ ነቶም ዝለዓለ ፍጥነት ክበጽሑ ዝደልዩ ተቐዳደምቲ ስኪንግ እንታይ ክሕግዞም ይኽእል?,"The correct answer is **A: ብጣዕሚ ዘጣብቑ ጫማታት (Bindings that firmly attach to boots)**.

Here's why:

The passage states: ""...ቡዝሕ ግዘ ናይ ጎቦ ዓይነት ski ጉዕዞን ምህዃር ጎቦን ኣይሓውሱን እዞም ዳሕረዎት አብ ሰጥ ዝበለ መሬት ዝግበሩን ብጣዕሚ ዘጣብቁ skis ን ጫማታትን ዘድልዮም እዮ።"" (Roughly translated: ""These later ones [skis] that grip firmly and are good on smoother terrain, need bindings that firmly attach to boots."")

This directly links firm bindings to being able to ski well, which would allow for greater speed. The other options are irrelevant or contradict the passage:

* **B: ከቢድ ናይ ሑቐ ቦርሳ (Heavy duffel bag):** The passage mentions needing to carry a heavy bag when not skiing, indicating it *hinders* travel.
* **C: ጽቡቕ ኩነታት (Good condition):** While good conditions are helpful, the passage focuses on the *equipment* needed for speed.
* **D: ዝተዳለወ መኪና (Developed car):**  The passage mentions needing a car for long distances, but it doesn't relate to skiing speed.



"
ናይ ዳግማይ ምእታው ድንጋጸ ዘጋጥሞም ተጓዓዝቲ እንታይ ክገብሩ ይጽገሙ?,"The correct answer is **D: ምስ ባህሊ ዓዶም ዳግማይ ምልማድ** (Re-adapting to one's original culture).

Here's why:

The passage explicitly states that people who return to their home country after living abroad often find it difficult to re-adjust to their original culture (""ሓደሓደ እዋን ናብ ናይ ዓዶም ባህልታት ንኽምለሱ ኣዝዩ ይከብዶም።""). It highlights the struggle of letting go of adopted customs and re-integrating into their roots.

Let's look at why the other options are incorrect:

*   **A: ምስ ባህሊ ሓድሽ ቦታ ምልማድ** (Adapting to the culture of a new place) - This describes the initial experience of moving abroad, not the experience of returning home.
*   **B: ትዕግስተኛን ዝርዳእን ምዃን** (Being patient and understanding) - While important for any adjustment, it doesn't specifically address the challenge of *re*-adapting.
*   **C: ናብ ወጻኢ ሃገራት ምጉዓዝ** (Traveling to foreign countries) - This is about going *abroad*, not returning home.



"
ብመሰረት እቲ ጥቕሲ፡ ናይ ዳግማይ ምእታው ድንጋጸ ብፍላይ ንኣየናይ ዓይነት ተጓዓዛይ ከቢድ ክኸውን ይኽእል?,"The correct answer is **A: ብፍላይ ሕማቕ ባህላዊ ድንጋጸ ዘጋጠሞም ተጓዓዝቲ** (Especially travelers who have experienced cultural shock).

Here's why:

* **The passage states:** ""ንኣይ መእተዊ ድንጋጸ ካብ ናይ ባህሊ ድንጋጸ ብዝበለጸ ቀልጢፉ ይመጽእ...ካብኡ ንውሕ ንዝበለ ግዜ ይጸንሕን ከቢድ ክኸውን ይኽእልን እዩ."" (Cultural shock can come quickly from a familiar culture to an unfamiliar one... and can be difficult and prolonged.) This directly links the difficulty of readjustment to the *strength* of the initial cultural shock.  Someone who experienced a significant culture shock is more likely to have a harder time readjusting.

Let's look at why the other options are incorrect:

* **B: ኣብ ወጻኢ ሃገር እናነበሩ ቀልጢፎም ዝተመዓራረዩ ገያሾ (Travelers who quickly adapted to life abroad):**  The passage suggests it's harder for those who *didn't* easily adapt, as they are more likely to cling to new habits and find it difficult to return to old ones.
* **C: ገና ኣብ ብርኪ ሕጽኖት ዘለዉ ተጓዓዝቲ (Travelers still in the honeymoon phase):** The honeymoon phase is the initial positive experience of a new culture. The passage discusses the *difficulty of return*, which happens *after* the honeymoon phase.
* **D: ውሑድ ትዕግስቲ ዘለዎም ተጓዓዝቲ (Travelers with little patience):** While patience is helpful, the passage emphasizes the *cultural shock* itself as the main factor, not just the traveler's personality.



"
ካብዞም ዝስዕቡ ሰባት ምስ ሙስ ካብ ምግባር ክቑጠቡዎ ዘለዎም ኣየናይ እዩ?,"The correct answer is **D: ካብ ርሑቕ ምዕዛብ (Keeping a distant observation)**.

Here's why:

The passage (P) explicitly states that people often become victims of moose because they approach them unexpectedly and get too close, putting themselves in danger.  The moose isn't naturally aggressive, but will attack if they feel threatened. Therefore, observing from a distance is the best way to avoid that situation.

Let's look at why the other options are incorrect:

*   **A: ህላወኦም ሸለል ብምባል (By saying hello to them):**  This is a dangerous suggestion.  Talking to a moose won't prevent an attack if it feels threatened.
*   **B: ኣዝዩ ቀስ ኢልካ ምቕራብ (Approaching very slowly):** Even a slow approach can be perceived as a threat by a moose. 
*   **C: ክህልዎም ዝኽእል ደረጃ ስግኣት ምንካይ (Determining their potential level of aggression):**  It's very difficult and risky to accurately assess a moose's aggression level. Avoiding close contact is much safer.



"
ብመሰረት እቲ ጥቕሲ እቲ፡ ካብዞም ዝስዕቡ ብዛዕባ ሞስ ዝቐርቡ መግለጺታት ኣየናይ እዩ ሓቂ ዘይኮነ?,"The correct answer is **B: ሓደ ሓደ ግዜ ከም ሓደጋ ክኾኑ ዝኽእሉ ተጌሮም ኣይውሰዱን እዮም** (They don't always act aggressively, and can be dangerous when people don't respect their space).

Here's why:

* **The passage (P) explicitly states:** ""ሙስ (ኤልክ እናተብሃለ እውን ይፅዋዕ) ብተፈጥሮ ቁጡዕ ኣይኮነን፣ ግን እንተሰጊእኹም ዓርስኹም ሓልዉ"" - ""Moose (even when they look calm) are not naturally aggressive, but if you approach them, they will attack.""  This means they *don't* naturally act aggressively, and become dangerous when provoked.

Let's look at why the other options are incorrect:

* **A: ብተፈጥሮኦም ቁጡዓት እንስሳታት እዮም** (They are naturally aggressive animals) - This is the *opposite* of what the passage states.
* **C: ኣብ ቀረባ ብዘለዉ ሰባት ክለዓዓሉ ይኽእሉ እዮም** (They can charge at people who are nearby) -  The passage doesn't say they charge randomly, only when approached.
* **D: ኣድላዪ እንተኾይኑ ንነብሶም ክከላኸሉ እዮም** (They defend themselves if threatened) - While true of many animals, this isn't the *main point* of the passage. The passage emphasizes that people often put themselves in danger by not giving moose space.



"
ብመሰረት እቲ ጥቕሲ፡ ካብዞም ዝስዕቡ ንሓደ ናይ በረኻ ተጓዓዛይ ዝወሓደ ሓደገኛ ዝኸውን ኣየናይ እዩ?,"The correct answer is **A: ኣብ ዝሑል ለይቲ ውዑይ ክዳን ዘይምህላው (Not providing warm clothes during a cold night)**.

Here's why:

The text explicitly states: ""ዋላ እቶም ኣዝዮም ውዑያት ዝበሃሉ በረኻታት ኣብ ለይቲ ኣዝዮም ዝሑላት ክኾኑ ይኽእሉ እዮ። ውሑድ መቐተ-ሰብነት ሙቐት ዝህቡ ክዳውንቲ እንተዘይተኸዲንና ርኡይ ሓደጋ እዩ።"" This translates to: ""Furthermore, those called cold deserts can become very cold at night. It is a serious danger if we don't wear enough warm clothes.""

Let's look at why the other options are incorrect:

*   **B: ማይ ዋርዋርታ ከም ዝህልወካ ዝገብር መስትያት ምርኣይ (Seeing mirages that make you think there's water):** While the text mentions mirages, it doesn't say *seeing* them is dangerous. The danger is what happens *after* mistaking them for water.
*   **C: ንሓደ ዋርዋርታ እናተኸታተልካ ጸዓት ምብኻን (Consuming water while following a mirage):** The text warns against drinking water offered by mirages due to potential danger. However, the main danger isn't *following* the mirage, it's the bad water.
*   **D: ንሓደ ዋርዋርታ እናሰዓበ ማይ ምብኻን (Drinking water while thinking about a mirage):** Similar to C, this describes a consequence of the mirage, not the primary hazard.



"
ካብዞም ዝስዕቡ ኣየናይ እዩ ንገያሾ በረኻ ሓደጋ ክኸውን ዝኽእል ተባሂሉ ዘይተጠቕሰ?,"The correct answer is **A: ሕጽረት ማይ (Dehydration)**.

Here's why:

* **The passage specifically mentions** that leaving moisture (like sweat) unreplaced, along with exertion, can be dangerous. This directly relates to the risk of dehydration.
* **The passage discusses:** the dangers of heat exhaustion/stroke, potential for storms, and the importance of replenishing fluids.  All point to the crucial need for water.

Let's look at why the other options are incorrect:

* **B: ዋርዋርታ (Sweat)** - The passage mentions sweat *as* a potential problem if not replaced, but it isn't the hazard itself.
* **C: ውሑድ ሙቐተ-ሰብነት (Low Self-Awareness)** - While mentioned as contributing to danger, it's not a direct hazard like lack of water.
* **D: ጸሓይ ምንዳድ (Sunburn)** - Though a risk in heat, it's not the primary hazard described in the text's core warning about exertion and fluid loss.



"
ብመሰረት እቲ ጥቕሲ፡ ድሕሪ ምምጻእ ዳህሰስቲ ብዝሒ ህዝቢ ኣየናይ ጉጅለ እዩ ኣዝዩ ተጸልዩ?,"The correct answer is **C: ታይኖስ**.

The passage explicitly states that the population of the Taíno people ""decreased drastically"" after the arrival of Europeans, and even provides a shocking estimate of 100,000 Taíno people killed by the Spanish between 1492 and 1498. The other options are incorrect:

*   **A: ሃይቲውያን** - This group is not mentioned as significantly impacted.
*   **B: ካሪቤስ** - While mentioned as an early inhabitant, the text focuses on the Taíno's decline.
*   **D: እቶም ስጳኛውያን** - The Spanish were the *cause* of the population decline, not those affected by it."
ብመሰረት እቲ ጥቕሲ፡ ካሪብያን ኣየናይ ቋንቋ እዮም ዝዛረቡ ነይሮም?,"The correct answer is **D: ኣራዋካን**.

The text states: ""ካሪቤ ኣራውካን ዝዛረቡ ኣህዛብ ኮይኖም ኣብ ከባቢ 10,000B.C.E. መጺኦም።"" This directly indicates that the Carib people spoke Arauacan languages.

Here's why the other options are incorrect:

*   **A: ሃይቲያን:** Haitian is a language spoken in Haiti, which is on the western side of Hispaniola. The text doesn't say the Carib people spoke Haitian.
*   **B: ስጳንኛ:** Spanish came to the island with the Spanish colonizers much later.
*   **C: እንግሊዝኛ:** English wasn't a language associated with the original inhabitants mentioned in the text."
ስኪንግ ከም መዘናግዒ ንጥፈት ህቡብ ዝገበሮ ተባሂሉ መን እዩ ክምስገን ዝኽእል?,"The correct answer is **B: ኖርወጃውያን (Norwegians)**.

Here's why:

The text states: ""...in 1861 the first competitive skiing club was founded by Norwegians in Australia."" This directly answers the question of who organized competitive skiing.

Let's look at why the other options are incorrect:

*   **A: ስኪ ባምስ (Ski Bumps):** This refers to a feature of the terrain, not a group of people.
*   **C: ተቐማጦ በዓቲ (Ancient Skaters):** While the text mentions ancient depictions of people on skis, it doesn't say they organized competitive skiing.
*   **D: ኣውስትራሊያውያን (Australians):** They *hosted* the club, but the Norwegians *founded* it."
ብመሰረት እቲ ጥቕሲ፡ ስኪንግ ንመጀመርታ ግዜ ከም ስፖርት ተፈላጥነት ዝረኸበሉ እዋን መዓዝ እዩ?,"The correct answer is **D: መበል 17 ክፍለዘበን**.

The passage states: ""ናይ ቁልቁል ሸርተት/ስኪዪንግ ከም ስፖርት ብውሕዱ ናብ 17 ክፍለዘመን ዝተጀመረ ኮይኑ..."" which translates to ""Skiing as a sport in itself began in the 17th century..."" 

Here's why the other options are incorrect:

* **A: መበል 18 ክፍለዘበን** - While a skiing club was founded in 1861, the sport itself started earlier.
* **B: 5000 ቅድሚ ልደተ ክርስቶስ** - This refers to the earliest depictions of people on skis, not the start of skiing *as a sport*.
* **C: 1861** - This is the year a skiing club was founded, not when the sport began.



"
ካብዞም ዝስዕቡ ኣየናይ እዩ ብተለምዶ ምስታ ካብ ምብራቓዊ ገማግም ባሕሪ ኣፍሪቃ እትርከብ ዝዓበየት ደሴት ዝተኣሳሰር?,"The correct answer is **C: ሃብቲ እንስሳታት**.

Here's why:

The passage explicitly states: ""ማዳጋስካር ብሃብቲ እንስሳታት መጺኻ እታ ዝዓበየትን ዓርሳ ዝኸኣለትን ክፍለ ዓለም እያ።"" (Madagascar, thanks to its animal wealth, is the largest and richest part of the world). This directly links the largest island to its biodiversity.

Let's look at why the other options are incorrect:

*   **A: ናይ ኣውሮፓዊያን ተፅዕኖ** - The passage mentions European influence, but it doesn't say this is what makes an island larger.
*   **B: እስልምና ሃይማኖት** - Islam's role is mentioned in trade routes, but not island size.
*   **D: ምቾት ዘለዎም መዘናግዒ ቦታታት** - While some islands are described as strategic, this isn't the defining characteristic of the largest island."
ናይተን ንኣሽቱ ደሴታት ምብራቕ ኣፍሪቃ ባህሪ ዘይኮነ ኣየናይ እዩ? ,"The correct answer is **D: ካብ ካልኦት ሃገራት ናጽነት (Independence from other countries)**.

Here's why:

* **The passage states:** ""መብዛሕቲአን ካብ'ዘን ነኣሽቱ ደሴታት ንበይነን ዝቖማ ሃገራት ወይ ድማ ምስ ኣብ ትሕቲ ግዝኣት ፈረንሳ እየን"" (Many of the smaller islands are either independent nations or are under French administration). This directly contradicts the idea of independence.

Let's look at why the other options are consistent with the passage:

* **A: ምስ ፈረንሳ እተተሓሓዘ ርክብ (Association with France):** The passage explicitly mentions several islands being under French administration.
* **B: ብዙሓት ምቾት ዝመልኦም መዘናግዒ ቦታታት (Many comfortable resort areas):**  The passage refers to them as ""strong maritime transport hubs,"" suggesting tourism and development.
* **C: ብሃብቲ እንስሳታት ዝና ዘለዎ (Rich in wildlife):** The passage highlights Madagascar as being exceptionally rich in animal life, implying the region, in general, is biodiverse.



"
ብመሰረት እቲ ጥቕሲ፡ ትንሳኤ እየሱስ ክርስቶስ ብገለ ብፍላይ ባህላዊ ኣብያተ ክርስቲያናት ብኸመይ ይበዓል?,"The correct answer is **A: ናይ ምርባሕ ልምዲ ምህላው (Practicing pre-Christian customs)**.

Here's why:

The passage states that the custom described, even though rooted in pre-Christian traditions and agricultural practices, *is* practiced by many traditional churches as a way to celebrate the resurrection of Jesus Christ.  The specific practice mentioned is holding a separate vigil (ፍርቒ ለይቲ) during Lent that culminates in the celebration of Easter.

Let's look at why the other options are incorrect:

* **B: ቀዳም ምሸት ንቑሕ ምዃን (Being clean in the evening):** This isn't mentioned in the passage.
* **C: ንጉባኤ ናይ ጽድያ ድግስ ምግባር (Holding a righteous assembly):**  While a religious celebration inherently implies righteousness, the passage doesn't specifically mention an assembly or feast of the righteous.
* **D: ጸሓይ ክትበርቕ ምርኣይ (Seeing the sun rise):** This is *part* of the described custom, but it's not the *way* the resurrection is celebrated. It's a characteristic *of* the celebration, not the celebration itself.



"
ናብ ኢኳዶር ክኣቱ ከሎ ዝተወሰኑ ረቛሒታት ንኸይህሉ፡ ሓደ ኩባዊ ዜጋ መጀመርታ እንታይ ክህልዎ ኣለዎ?,"The correct answer is **B: ሕጋዊ ዝኾነ ናይ እንግዶት ደብዳበ**.

Here's why:

The passage states that Cuban citizens are **required** to obtain an entry permit from Ecuador *before* traveling there. This permit needs to be legalised by the Ecuadorian Ministry of Foreign Affairs and meet certain requirements. The other options are either freedoms *from* needing the permit (D), or requirements related to demonstrating travel plans (C) or passport validity (A), but they aren't the *first* thing a Cuban citizen needs to have to be able to enter Ecuador."
ናይ ኢኳዶር ናይ መገሻ ረቛሒታት ነየናይ እዩ ዘይተዳለወ?,"ትኽክለኛ መልሲ D: ትኽክለኛነት ፓስፖርት ምርግጋፅ።

ሂደት ናይ ጽሑፉ ዝተዋሃበ ናይ ኢኳዶር መገሻታት፡-

*   ኩባ ዜጋታት ናብ ኢኳዶር ምስ መፂኦም ኣብ ዶብ ናይ እንግዶት ደብዳበ ክሕዙ ተገድዱ።
*   ናይ ኣመሪካ ግሪን ካርድ ዘለዎም ኩባ ዜጋታት ካብዚ ዓይነት ረቛሒታት ናጽነት ክረኽቡ።
*   ፓስፖርት 6 ወርሒ ተሓዲስቲ ክህልዎ ይግባእ።
*   ትብገስ መዓልቲታት ምርግጋፅ ናይ ጉዕዞ ቲኬት የድሊ።

እዞም ኩሎም ኣብ ትኽክለኛነት ፓስፖርት ይነጥኑ። ኣብ ጽሑፉ ብፍርቂ ኣብቲ ኣብ ቁጽሪ ተጓዓዝቲ ዝተሓተ ደረጃ ንምግባር፡ ዝተወደበ ዋሕዚ ስደት ንምሕላው፡ ወይ ናይ ውሓት ጻንሒት ሓደ ተጓዓዛይ ምርግጋፅ ሓደገኛ ይረኽብ።"
ካብዞም ዝስዕቡ ኣየናይ እዩ ካብ ኣብ ወጻኢ ሃገር ካብ ኣብ ውሽጢ ሃገር ዝያዳ ዋጋ ክኸፍለሉ ዝኽእል?,"The correct answer is **B: ላዕለዋይ ደረጃ ዘለዎም ፍሬማት**.

Here's why:

The passage states that high-end branch frames can have two types of problems: ""One, they can become expensive, and the other, they can become more expensive than the entitlements of those coming from abroad."" This directly addresses the situation of costing more for someone from abroad than domestically.

Let's look at why the other options are incorrect:

*   **A: ዓይኒ ምርመራ (Eye exams)** - The passage mentions eye exams being covered by insurance, but doesn't suggest a price difference based on origin.
*   **C: ናይ ምርኣይ ኢንሹረንስ (Vision Insurance)** - Insurance is discussed in relation to eye exams, not as something with varying costs for different nationalities.
*   **D: ምልክት ንግዲ ዘይኮኑ ፍሬማት (Non-branded frames)** - The passage specifically focuses on *high-end* (ላዕለዋይ) frames.



"
ኣብ ወጻኢ ሃገር ላዕለዎት ደረጃታት ፍሬም ምዕዳግ እንታይ ሓደጋ ክህልዎ ይኽእል?,"The correct answer is **D: ኢንሹረንስ ነቲ ወጻኢታት ዘይክሽፍኖ ይኽእል እዩ (Insurance may not cover the expatriates)**.

Here's why:

The passage specifically mentions that ""in such cases, high-level branch managers may have two types of problems... one of them being impoverished, and the other being that legitimate expatriates may have more burdens than their owners.""  This directly relates to insurance not covering costs and creating financial hardship for the expatriates.

Let's look at why the other options are incorrect:

* **A: ተወሳኺ ምርመራ ዓይኒ ከድሊ ይኽእል እዩ (Additional eye exams may be required):** While the passage mentions eye exams, it doesn't state they are a *hazard* of high-level expatriate assignments.
* **B: እቲ ትእዛዝ መድሃኒት ንገለ ፍሬማት ቅኑዕ ክኸውን ኣይክእልን እዩ (The medication order may not be suitable for some frames):** This is not mentioned in the passage.
* **C: ናይ ሓሶት ክኾኑ ይኽእሉ እዮም (They may be fraudulent):** The passage talks about *legitimate* expatriates facing burdens, not fraud.



"
ብዛዕባ ኣጠቓቕማ መለዋወጢ ገንዘብ ኣብ ፎክላንድስ፡ ካብዞም ዝስዕቡ መግለጺታት ኣየናይ እዩ ሓቂ?,"The correct answer is **D: ካብ ፎክላንድ ፓውንድ ወጻኢ፡ ናይ ብሪጣንያ ፓውንድ ብሓፈሻ እቲ ዝበዝሐ ተቐባልነት ዘለዎ ባጤራ እዩ.**

Here's why:

* **The passage states:** ""ናይ ብሪጣንያ ፓውንድ ብሓፈሻ ኣብ ዝኾነ ክፋል ናይ'ቶም ደሴታት ተቐባልነት ኣለዎ..."" This means British pounds are widely accepted.

Let's look at why the other options are incorrect:

* **A:** The passage says credit cards *and* British pounds are accepted on remote islands, and US dollars are accepted in Stanley.
* **B:** The passage states US dollars are accepted *in Stanley*, not only in Stanley.
* **C:** The passage explicitly says it's *difficult to exchange* Falkland Islands pounds *outside* the islands, meaning you should exchange before leaving, not that you *have* to.



"
ካብቲ እቲ ጥቕሲ መሰረት ብምግባር፡ ካብ ኣመሪካ ናብ ፎክላንድስ ክትገይሽ ከለኻ፡ ካብ ክረዲት ካርድ ወጻኢ ካልእ ዓይነት ክፍሊት ብፍላይ ኣበይ ክጠቅም ይኽእል?,"The correct answer is **A: ኣብ መደብር ኤፍ ኣይ ሲ ዌስት**.

Here's why:

The text specifically states that ""ካብ ኤፍ ኣይ ሲ ዌስት መደብር ሓሊፍካ ኣብ ዝርከብ ናይ ደሴታት ብሕታዊ ባንኪ ውሽጢ ገንዘብ ምልውዋጥ ይከኣል።"" (You can exchange money at the Falkland Islands Bank, located near the F&C West store.) It also mentions that credit cards and US dollars are accepted *within* Stanley. For outer islands, cash (specifically British and US currency) is preferred.

Therefore, the F&C West store is the most reliable place mentioned for alternative payment methods besides a credit card."
ምስ ምብዓል በዓላት ቤተ መቕደስ ዘይተኣሳሰር ፍጻመ ኣየናይ እዩ?,"The correct answer is **A: ውልደት ሓርማዝ (Birth of Haramiz)**.

Here's why:

The passage states that most temple festivals are connected to either the annual temple festival, the bishop's annual celebration, or *another major event associated with the temple*. The passage also describes Haramiz as part of the temple festivals, but doesn't categorize the birth of Haramiz *as* one of the defining connections to the temple celebrations.  It's described *within* them, implying it's a component of the celebrations, not a core type of event that *defines* them.

The other options are explicitly mentioned as types of events around which temple festivals are built.
"
ዘጌፁ ሓራምዝ ኣበይ ክረኣዩ ይኽእሉ?,"The correct answer is **C: ኣብ በዓላት ቤተ-መቕደስ ብምዱብ ሰልፊ**.

Here's why:

The text states ""ኬራላን ናይ ቤተ መቕደስ በዓላት ኣዝዮም መሐጎስቲ እዮም፣ ብምዱብ ሰልፊ ዘጌፁ ሓራምዝ..."" This directly links the decorated *harams* (ሓራምዝ) to the temple festivals and being seen with selfies.

Let's look at why the other options are incorrect:

* **A: ካብ መወዳእታ ሕዳር ክሳብ መፋርቕ ግንቦት ኣብ ኩሉ ቦታታት** - The text says this is the *time period* of the festivals, not where to see the *harams*.
* **B: ኣብ ቤተ-መቕደስ** - While the festivals are *at* the temples, the text specifically mentions seeing them *with* selfies.
* **D: ኣብ ጎደናታት ኬራላ** - The text doesn't mention seeing them in the streets of Kerala, only at the temple festivals.



"
ብመሰረት እቲ ጥቕሲ፡ ካብዞም ዝስዕቡ ኣየናይ እዩ ኣብ ቢዝነስ ወይ ቀዳማይ ክላስ ክፍሊት ነፋሪት ገንዘብ ንምቑጣብ ዝያዳ ተኽእሎ ዘለዎ?,"The correct answer is **D: ቅናሽ ምድላይ (Finding discounts)**.

Here's why:

The passage states that initially, securing a cheaper flight is about finding a small amount of savings. It then describes how business or first-class fares are significantly marked up (4x normal economy, 10x for the initial portion).  The passage essentially says looking for deals is the first step, before considering higher classes of service.

Let's look at why the other options are incorrect:

*   **A: ብመንገዲ ኩባንያኩም ወጻኢታት ምግባር (By managing your company's expenses):** While cost management is relevant to travel, the passage doesn't specifically mention company expenses. It focuses on the traveler's tactics.
*   **B: ኣብ ክንዲ ቢዝነስ ቀዳማይ ክላስ ትኬት ምግዛእ (Buying business or first class tickets):** The passage specifically warns *against* this as a way to save money, detailing how much more expensive these options are.
*   **C: ቀጥታዊ ዘይኮነ ቀዳማይ ክላስ በረራ ትኬት ምግዛእ (Buying non-direct first class tickets):** The passage actually states that even finding deals on direct business/first class flights doesn't help, and doesn't mention non-direct flights.



"
ብመሰረት እቲ ጥቕሲ፡ ዝተወሰኑ ናይ ትኬት ምግዛእ ክፍሊት ክትገብር ከለኻ ካብዞም ዝስዕቡ ኣየናይ ምግባር ግዜ ምጥፋእ ክኸውን ይኽእል?,"The correct answer is **A: ቀጥታዊ በረራታት (Direct flights)**.

Here's why:

The passage states: ""ብሓፈሻዊ ኣዘራርባ፣ ኣብ ካብ A ናብ B ዝኸዱ ቀጥታዊ በረራታት ብዛዕባ ምጉዳል ዋጋ ናይ ቢዝነስ ወይ ቀዳማይ ክላስ ኮፍ መበሊ ምሕታት ምንም ጥቅሚ የብሉን."" This translates to: ""Interestingly, paying for business or first class on direct flights from A to B offers no benefit.""  

This implies that when booking tickets, specifically for direct flights, you *could* waste your money by choosing a higher class of service.  The passage suggests it doesn't provide any extra value in that context.

Let's look at why the other options are incorrect:

*   **B: ቢዝነስ ክላስ (Business Class)** - The passage *doesn't* say business class is a waste of money generally, only on *direct* flights.
*   **C: ቅናሽ ዋጋታት (Discounted Prices)** - The passage doesn't discuss discounted prices.
*   **D: ቀዳማይ ክላስ (First Class)** - Similar to business class, the passage doesn't condemn first class overall, just on *direct* flights.



"
ንሓደ ናብ ኣፍሪቃ ጉዕዞ ዝኽፈል ጠቕላላ ዋጋ ምስ ናይ ዙርያ ዓለም ጉዕዞ ጠቕላላ ዋጋ ክነነጻጽሮ ከለና፡ ኣብ ውሽጢ ክኣቱ ዘየድልዮ እንታይ እዩ?,"The correct answer is **C: ወጻኢታት ናይ ኣፍሪቃዊ ቪዛ**.

Here's why:

The passage specifically states to consider ""ተወሳኺ ዋጋታት ናይ ተወሰኽቲ ቪዛታት"" (additional costs of visas) when comparing the total cost of a trip to Africa versus a trip around the world.  It further clarifies this to include both visas *for* Africa and visas for destinations *outside* of Africa that might be part of a round-the-world trip.  Therefore, comparing the two requires accounting for the visa costs specific to entering African countries.

Let's look at why the other options are incorrect:

* **A: ወጻኢታት ተወሳኺ ቪዛ ካብ ኣፍሪቃ ወጻኢ ንዝርከቡ ቦታታት** - This is mentioned as something to consider but isn’t what you need to calculate *within* the comparison.
* **B: ኣብ ኣፍሪቃ ቀረጽ ናይ በረራ** - This is a cost that would be included in *both* trip totals, so it doesn't differentiate the costs for comparison.
* **D: ካብ ኣፍሪቃ ወጻኢ ንዝርከቡ ቦታታት ናይ መሬት መጓዕዝያ ወጻኢታት** - This is also a cost that would be included in both trip totals, and it’s not specific to Africa vs. a round-the-world trip.



"
