question,gemini_reply
"Na makambo oyo elandi, oyo wapi elobelami te na mokapo lokola litomba ya kosala réservation na nzela ya agent ya mobembo?","The correct answer is **A: Mikanda ya mobembo oyo esalemi nokinoki**.

Here's why:

*   **B: Boyokani ya hotel (Hotel agreements):** The passage explicitly mentions that travel companies often have agreements with specific hotels.
*   **C: Kofuta biloko nionso (Package deals):** The passage states that the fees often include breakfast, transportation to/from the airport, or even flight and hotel costs.
*   **D: Kosimba réservation (Holding a reservation):** The passage says that a travel company can hold a reservation if you need time to think about an offer or get travel documents (like a visa).

The passage does not mention that travel agents provide faster travel documents, so **A** is the correct answer."
"Nakotala makomi oyo eleki, nini ezali na makoki te ya baprograme ya kobongola makomi na tango ya solo?","The correct answer is **D: Kobongola malamu 100% ya tango (Perfect 100% translation in real-time)**.

Here's why:

*   The passage explicitly states that machine translation is not perfect, saying ""...ebongalaka na ndenge ya mwa malamu (pe mbala mingi te buzoba), kasi esengeli kokeba, po ekoki kobongola makambo nyonso na ndenge ya mabe mpenza"" which translates to ""...it translates relatively well (but often not nonsensically), but caution is needed because it can translate everything badly.""

*   The other options (A, B, and C) are all mentioned as capabilities of translation apps in the passage."
Nini epesaka nzela na kobongola mabongoli na nzela ya Internet te?,"The correct answer is **C: Kozwa bansango ya lokota**.

The passage states: ""Google Translate... esalisaka na kobongola makambo ata oza te na internet nsima ya **kozwa basango nyonso ya lokota olingi**."" This means downloading the language data beforehand is what allows offline translation.
"
"Na makambo oyo elandi, oyo wapi ezali te likambo oyo ebimisaka ba avalanches?","The passage states that ""Neige oyo ekangamaka"" (A), ""bato"" (B), and ""kongenga ya moyi"" (C) can cause avalanches.

The passage does not specifically mention that ""Neige oyo ebakisami"" (D) causes avalanches, although it does say ""neige mosusu ezalaki kokwea"" (some other snow was falling).

Therefore, the correct answer is **D: Neige oyo ebakisami**.
"
"Nakotala makomi oyo eleki, oyo wapi kati na oyo elandi ekiti lokola ba avalanches?","The correct answer is **C: Motango ya neige oyo eleki na mabwaku ya kotelema makasi (Motango ya neige oyo eleki na bisika ya kotelema makasi)**.

Here's why:

* **P** explains that avalanches happen when too much snow accumulates on steep slopes.  The phrase ""Motango ya neige oyo eleki na mabwaku ya kotelema makasi"" directly reflects this over-accumulation.
* **A, B, and D** don't directly relate to the concept of too much snow or steep slopes, which are the key components of an avalanche.

Therefore, option C is the most accurate description of what causes avalanches based on the provided passage.
"
"Nakotala makomi oyo eleki, eloko ya malamu esalemi zingazinga ya biloko nini?","The best answer is **B: Matiti mpe biloko ya nsolo kitoko**

Here's why:

*   The text defines curry as being made with spices and flavorings (""matiti mpe biloko ekomisaka bilei kitoko""). This is the core element consistently mentioned in the description.

Let's look at why the other options are less accurate:

*   A: Yogurt and Water (""Yaourt na mayi""): While yogurt is mentioned as an ingredient in some curries, water is only described as classifying ""dry"" or ""wet"" curries, so this isn't central to what makes a curry a curry.

*   C: Coconut Milk and Meat (""Miliki ya mbila mpe misuni""): While coconut milk and meat are included, they are not the central part of the curry.

*   D: Vegetables and Milk (""Bandunda mpe miliki""): Vegetables and milk are only a partial aspect of the curries."
"Na bituka mosusu, basalelaka ntango mosusu miliki ya mbila na esika ya eloko nini oyo basalaka na curry?","The correct answer is **C: Yaourt**.

The passage states that in northern India and Pakistan, yogurt is often used in curries, while in southern India and coastal regions, coconut milk is often used. Therefore, coconut milk is used in place of yogurt in some regions.
"
Mpo na nini esengeli bopengwi ezala zingazinga ya bangomba Transantarctique mpo na komata na plateau?,"The correct answer is **C: Batraktere ya bomoko mpenza ezalaka makasi te**.

Here's why:

* **The passage states:** ""Oyo eninganaka mpenza te yango wana nzela esengeli ekende kobaluka mosika na bangomba ya Transantarcti mpona kokoma na plateau."" This directly translates to: ""That which moves very little, that is why the road must go around the Transantarctic Mountains to reach the plateau.""  This implies the tractors' lack of mobility necessitates a less steep and more circuitous route.

Let's look at why the other options are less suitable:

* **A: Mbala mingi, Gare McMurdo ekangamaka (Often, McMurdo Station is frozen):** While McMurdo Station is in a frozen environment, this doesn't directly explain the *need* for a detour around the mountains.
* **B: Neige oyo ekangami ezali likama (Frozen snow is dangerous):** While frozen snow poses challenges, it doesn't inherently explain *why* the route needs to be so roundabout. Tractors are designed to navigate such conditions.
* **D: Ezali pete koleka kosala mobembo na nzela ya Mbu Ross (It is easier to travel by way of the Ross Sea):** The passage focuses on a *land route* specifically. Additionally, the need for a detour around the mountains is related to reaching the *plateau*, not simply easier overall travel.
"
"Na nzela ya Traverse ya Pôle Sud, nini ezali na bilembo ya ba drapeaux?","Based on the provided text, the best answer is **C: Ba crevasses etondi na neige**.

The passage states: ""Eza neige ya kokangama eza na madusu mpe eza na babendele"" which translates to ""It's compacted snow with holes and crevasses."" Therefore, the South Pole Traverse route is characterized by snow-filled crevasses.
"
Nini elobelami te na mokapo lokola likambo oyo ba touristes basengeli koyeba ntango bazali kotala Afrique ya Sud?,"The correct answer is **C: Pene na mikili nyonso oyo ezali pembenipembeni ya Afrique ya Sud ezali stable** (Nearly all countries bordering South Africa are stable).

The passage explicitly states that while South Africa is relatively stable, the surrounding countries are not necessarily so (""atako Afrika ya sudi eza malamu kasi bamboka nyonso ya zingazinga eza bongo te""). Therefore, the opposite - that neighboring countries are stable - is NOT something the passage implies tourists should know. The other options are directly supported by the text.
"
"Kolandana na bokomi, nini ekotalelama lokola toli ya mabe mpo na ba touristes oyo bazali koluka kotala Afrique ya Sud na motuka?","The correct answer is **B: Atako esengeli kokende na 4x4, bisika mingi ekoki kokende na motuka ya momesano**

Here's why:

*   **The passage states:** While a well-maintained car is okay, a 4x4 is much better, and some places are only accessible with 4x4 tires. This contradicts option B, which implies a regular car is sufficient for most places. The passage suggests the opposite is true - 4x4 is *better* and *required* for some areas.

Let's look at the other options:

*   **A: Biloko mosusu ya mbalakaka na kati ya motuka ekoki kosengama na mobeko** (Some emergency equipment in the car may be required by law) - This aligns with the passage, which says each country has its own rules about emergency equipment.
*   **C: Kosala mobembo na motuka ezali malamu mingi mpo na baoyo bazali koluka kopengwa na banzela oyo bato mingi basalelaka** (Traveling by car is great for those who want to get off the beaten path) - This agrees with the passage's opening statement.
*   **D: Mikili nyonso te oyo ezali pembenipembeni ya Afrika ya Sudi ezali malamu mpo na kokende kotala** (Not all countries bordering South Africa are safe to visit) - This is also in agreement with the passage's warning about the safety of neighboring countries compared to South Africa.

Therefore, option B is the *worst* advice based on the provided text.
"
"Nakotala makomi oyo eleki, oyo wapi elobelami te na mokapo yango lokola likama oyo ekoki kobima ya kotika basaki na yo kozanga ete bátalela yo?","The correct answer is **C: Bakokaki kobulunganisama na oyo ya moto mosusu** (They could be confused with someone else's).

The passage mentions:

*   **A: Bakoki koyiba yango** (They could be stolen)
*   **B: Okoki kokóma moto oyo amemaka bangi kozanga ete oyeba** (You could become someone who carries drugs without knowing it)
*   **D: Bakonzi bakoki kotalela bango lokola likama oyo ekoki kobwaka bombe** (Authorities may view them as a potential bomb threat)

It does NOT mention the possibility of the bags being confused with someone else's.
"
Nini elobelami te na mokapo na oyo etali komema bangi?,"The correct answer is **A: Na ba pays mosusu, bato oyo basali mabe mpo na mbala ya liboso bakokaki kozwa etumbu ya liwa.**

Here's why:

* **P** explicitly states: ""...ata soki osali mpenza na mbala ya liboso; bitumba yango eza boloko ya bambula koleka 10 to liwa."" (Even if it's your first offense, the consequences are prison for more than 10 years or death). Therefore, A is supported by the passage, and therefore is NOT the answer to the question ""Nini elobelami te na mokapo na oyo etali komema bangi?"" (What is NOT mentioned in the text regarding transporting drugs?)

* **B** is mentioned - the whole passage warns about being careful while traveling.

* **C** is mentioned: ""Bakoki kosalela bambwa oyo balukaki bilangwiseli ntango nyonso kozanga koyebisa liboso."" (They can use drug-sniffing dogs at any time without prior notice.)

* **D** is mentioned: ""Bakonzi bakoki kobotola basaki na yo, ata soki ozali komema bangi te"" which is not explicitly written, but is implied. The text suggests authorities could take your bag under the suspicion it contains a bomb.
"
Lolenge nini ya masanga elobelami te lokola eloko ya komeka kosala na ndako ntango ozali na congé?,"The correct answer is **C: Masanga**.

The passage suggests trying ""jus to biloko basangisa"" (juice or mixtures) when you feel like socializing. It also mentions ""masanga ya pete"" (light drinks) that you can make at home in the morning. Coffee and tea are mentioned specifically as things to enjoy at home. Therefore, the only option *not* explicitly mentioned as something to try making at home is **masanga** (alcoholic drinks).
"
"Na oyo elandi, oyo wapi osengeli kokende kotala na ntango ya kofanda soki engumba na yo eyebani mpo na mimeseno na yango ya komela masanga?","The best answer is **C: Bisika ya komela masanga wapi okendeke mbala mingi te.**

The paragraph explicitly suggests that if you live in a city known for its drinking culture, you should go to bars or pubs you don't usually visit. This directly addresses the prompt's question about where to go when a city is known for its drinking habits.
"
Mayemi ya bibenga ezali wapi?,"The correct answer is **B: Na lopango ya lingomba**.

The text says ""Na nkunda, eza na mayemi ya kitoko ya marbre ya bapizio likolo ya nkunda mosusu,"" which translates to ""In the graveyard, there are beautiful marble baptism fonts on some graves.""  Since ""nkunda"" means graveyard, and graveyards are often part of church grounds, ""lopango ya lingomba"" (churchyard) is the most logical answer.
"
Lolenge nini ya visa ekoki kosɛnga moto apesa bilembeteli oyo emonisi ete mbongo ekoki?,"The correct answer is **D: Viza ya mwana-kelasi**.

The passage specifically states: ""Mpona mikili mingi, okozala na mposa ya mokanda ya koluka bana-kelasi ya esika oyo olingi kokende kotanga, elongo na bilembeteli ya lisungi ya mbongo mpona kokokisa bamposa na yo na mbula ya liboso ya mateya."" This directly links the need for proof of financial support to student visas.
"
Nani azali na likoki mingi ya kosɛnga visa oyo ebakisami?,"The correct answer is **C: étudiant moko ya mikili mosusu (a foreign student)**.

The passage clearly states that student visas have different requirements and processes than tourist or business visas. The passage also explains the additional requirements for student visas, such as needing an acceptance letter from a school and proof of financial support.  Therefore, a foreign student is most likely to need a more extensive visa process.
"
Ntango nini osengeli kotya likebi mingimingi na ngungi?,"The correct answer is **A: Na ntango ya sanza ya moi makasi**.

The passage states that mingimingi na eleko ya molunge (specifically in the hot season) you need to be careful of mosquitoes.  Therefore, the answer that reflects ""hot season"" is the most accurate.
"
"Nakotala makomi oyo eleki, osengeli koboya kosala nini mpo na kokima ngungi ntango ozali kotambwisa motuka na zamba ya mbula?","The correct answer is **A: Kotika baporte ya motuka polele ntango molai mingi** (Leaving the car doors open for too long).

The passage specifically mentions that even a few seconds with the car door open is enough time for mosquitoes to enter the car. Therefore, avoiding this action is crucial to preventing mosquito bites. The other options are not specifically addressed in the passage or are less directly related to avoiding mosquitoes entering the car.
"
"Nakotala makomi oyo eleki, na ba affirmation oyo elandi, oyo wapi ezali ya solo te.","Réponse oyo ezali solo te ezali **D: Ezali ndako ya ba mboloko ya ba tache, mpe baleki ba tigre ya Bengale na ebele.**

Ata nde A ezali lisusu lisusu, kasi D eza pete koloba.

Ndako ya ba mboloko ya ba tache mpe baleki ba tigre ya Bengale na ebele. Oyo ezali ya solo te, pona que na kati ya makomi, elobami ete ezali pene ya 30 000 ya bambuli mpe 400 ya ba tigre, yango wana bambuli eza ebele mingi koleka ba tigre.
"
Eteni nini ya zamba ezali na kati ya teritware ya Inde?,"The correct answer is **A: Sundarbans National Park**.

The passage states: ""Eteni ya zamba na teritware ya Inde babengaka yango parke national Sundarbans."" (The portion of the forest in Indian territory is called Sundarbans National Park.)
"
"Kolandana na bokomi, nani azali na likoki mingi ya kozala na bososoli ata moke ya monoko ya anglais?","The correct answer is **B: Bato oyo bazali bilenge na mbula**.

Here's why:

*   The passage states ""Bikolo mingi balobaka malamu Anglais, mpe na bikolo mosusu bato mingi bayebaka yango mwa ndambu - mingi bilenge"" which directly indicates that younger people are more likely to have some knowledge of English.

Let's look at why the other options are not the best fit:

*   **A: Bato oyo balobaka ata minoko mosusu mibale:** While multilingualism *can* be correlated with a greater likelihood of knowing English, the passage doesn't directly suggest this.
*   **C: Bato oyo bazali kosala mobembo na Toronto:** Being a traveler to Toronto doesn't automatically imply English proficiency. They might rely on other languages or translation.
*   **D: Bato oyo bakómi mikóló na mbula:** The passage specifically states that younger people are more likely to have some knowledge of English, making this the opposite of what's suggested."
"Nakotala makomi oyo eleki, nini ekoki kozala mpasi mpo na kobenga yango?","Based on the passage, the correct answer is **B: Baadresi** (Addresses).

Here's why:

* **The passage specifically states:** ""...mbala mingi ezalaka pete ya kokanga ntina ya maloba oyo bakoma koleka oyo balobi. Eza solo mingimingi po ya ba adrese, oyo mbala mingi ezalaka mpasi na koloba yango malamu."" (It is often easier to understand written words than spoken ones. This is especially true for addresses, which are often difficult to pronounce correctly.)

While the other options might present some difficulty, the passage directly highlights the challenges associated with pronouncing addresses. Therefore, B is the most accurate answer based on the provided information.
"
"Nakotala makomi oyo eleki, eteni nini ekozala malamu mpo na mobembo oyo azali kokana kozwa mutuka uta na esika ememaka ya kati na district?","Let's analyze each option based on the provided text:

*   **A: Moto oyo azali kosala mobembo azali kokende na Jakar mpe asilá kosomba tike liboso** - The text mentions buses to Jakar/Bumthang leave between 6:30 and 7:30, and it is a good idea to buy tickets in advance for buses going to districts as they are usually full. This option is possible, so this could be correct.

*   **B: Moto oyo azali kosala mobembo azali kokende na Bumthang mpe asengeli kolongwa na ngonga ya 7** - The text says buses to Jakar/Bumthang leave between 6:30 and 7:30. Aiming to leave around 7 would be reasonable. This option is possible, so this could be correct.

*   **C: Moto oyo azali kosala mobembo azali kokende na Paro mpe asengeli kolongwa nsima ya ngonga ya 11** - The text mentions shared taxis to Paro are a quick and convenient option. The text states that the babisi elongate to various locations all day. This option is not probable since the traveller can easily go to Paro in a taxi.

*   **D: Moto oyo azali kosala mobembo azali kokende na est mpe akómi na gare liboso ya ngonga ya 6:20** - The text says buses going east leave between 6:30 and 7:30. Arriving before 6:20 would ensure they don't miss the bus. This option is possible, so this could be correct.

All the answers are possible, but the question asks for the answer that is the ""best"". The question also asks what will be appropriate for the traveller. Based on that information, it is necessary that the traveller buys the ticket in advance as the buses are usually full.

Therefore, the best answer is:
**A: Moto oyo azali kosala mobembo azali kokende na Jakar mpe asilá kosomba tike liboso**"
Nini ekozala toli malamu mpo na touriste oyo azali koluka kosala mobembo na est longwa na esika ememaka ya kati na district?,"The correct answer is **B: Somba tike ya liboso (Buy tickets in advance)**.

Here's why:

*   The passage explicitly states: ""Mbala mingi, babisi oyo ekendaka na bituka ezalaka ya kotonda, yango wana ezalaka malamu kosomba tike mwa mikolo liboso."" (Often, buses going to the districts are crowded, so it's a good idea to buy tickets a few days in advance.)

The other options are incorrect based on the passage:

*   **A: Mituka elongwaka kaka nsima ya 8:30 (Buses only depart after 8:30)** - This is incorrect. The passage says buses to the east and Jakar/Bumthang depart between 06:30 and 07:30.
*   **C: Mitukas mingi elongwaka mokolo mobimba (Many buses depart all day)** - The passage states that buses *start* departing all day.
*   **D: Taxi oyo bakabolaka ekoki kozala nzela ya mayele koleka mpo na kosala mobembo (Shared taxis may be the smarter way to travel)** - While shared taxis are mentioned, they are suggested for *nearby* locations like Paro and Punakha, not necessarily for traveling to the east. The primary concern for traveling to the districts is bus crowding."
"Na kati ya makambo oyo elandi, oyo wapi ezali ndimbola ya sikisiki ya Timbuktu te?","Mpo na koyanola na motuna na yo, totala lisusu makambo oyo P alobaki:

*   **A: Ezali na influence mingi ya Arabe koleka mboka mobimba:** Maloba yango elobi ""Engumba eza na bokeseni makasi na bingumba mosusu ya mboka wana, mpo aza na mayele migi ya baarabe kasi ya bato ya Afrika te."" Yango emonisi ete influence ya Arabe ezali mingi.

*   **B: Ezali na bobola:** Maloba yango elobi ""Lelo Timbuktu eza engumba ya bobola mpenza..."" Yango emonisi ete bobola ezali.

*   **C: Ezali inaccessible na avion:** Maloba yango elobi ""...mpe eza na aeroport."" Yango emonisi ete bakoki kokoma kuna na avion.

*   **D: Ezali kaka esika oyo ebendaka bato oyo balingaka koyeba makambo mingi:** Maloba yango elobi ""...lokumu na yango ebendaka bato mingi na koya kotala yango..."" Yango emonisi ete ebendaka bato.

Na yango, eyano ya malamu ezali:

**C: Ezali inaccessible na avion**
"
"Na makambo oyo elandi, oyo wapi ezali solo?","The correct answer is **A: Bato bakoki kokota na engumba yango na mpepɔ** (People can access the city by airplane).

The passage explicitly states: ""Timbuktu eza engumba ya bobola mpenza, atako lokumu na yango ebendaka bato mingi na koya kotala yango, mpe eza na aeroport."" (Timbuktu is a very poor city, although its reputation attracts many people to visit, and it has an airport.)

Let's look at why the other options are incorrect:

*   **B: Ezali exotiques koleka pauvre (It is more exotic than poor)** - The passage states ""Timbuktu eza engumba ya bobola mpenza"" (Timbuktu is a very poor city), indicating that poverty is a significant aspect of the city.
*   **C: Ezali na mayele ya Afrika mingi te koleka bingumba oyo ezali zingazinga (It has less African wisdom than the surrounding cities)** - The passage mentions ""aza na mayele migi ya baarabe kasi ya bato ya Afrika te"" (it has mostly Arab wisdom and not that of Africans) meaning that there is less African influence in the city compared to other cities.
*   **D: Engumba yango ebendaka lisusu ba touristes te (The city no longer attracts tourists)** - The passage explicitly says that its reputation ""ebendaka bato mingi na koya kotala yango"" (attracts many people to visit it), meaning tourists."
Ntango nini masano ya jeux olympiques ya été esengelaki kosalema na ebandeli? ,"The correct answer is **D: sanza ya nsambo 2020**.

The passage states: ""suka ya sanza ya misato, mayele migi ya ko annuler makambo basali mpona coronavirisi ekosuka te na sanza ya nsambo 2020, dati oyo bakanaki kosala Jeux olympiques.""  This translates to ""end of March, special cancellation policies for coronavirus won't extend beyond July 2020, the date they planned to hold the Olympic Games.""
"
"Kolandana na bokomi, na ntango nini entonnoir ekómaka mopepe makasi?","The correct answer is **D: Nsima ya kosimba mabele**

The passage states: ""Ebandaka neti ba entonnoirs oyo ezokita uta na mipepe eza na mapata, pe ekomaka """"mipepe makasi"""" ntango ekomaka na mabele."" This clearly indicates the funnel becomes a tornado (mipepe makasi) when it touches the ground (ekomaka na mabele).
"
"Nakotala makomi oyo eleki, oyo wapi ezali ezaleli ya sikisiki ya mopepe makasi?","The correct answer is **B: Mbala mingi, batambolaka na biloko ya kilo** (Often, they carry heavy objects).

Here's why:

*   **A: Bazali ntango nyonso kobimisa mipepe pene na 100-200 miles na ngonga moko** (They always produce winds close to 100-200 miles per hour): The text says ""mbala mingi 100-200 miles/ngonga"" (often 100-200 miles/hour), not always.

*   **B: Mbala mingi, batambolaka na biloko ya kilo** (Often, they carry heavy objects): The text states that tornadoes can ""kotombola biloko ya minene likolo, komema yango ndenge mai ya mpela esalaka"" (lift heavy objects, carry them like floodwater does).

*   **C: Ekomaka ba entonnoir nsima ya kosimba mabele** (They become funnels after touching the ground): The text says ""Ebandaka neti ba entonnoirs oyo ezokita uta na mipepe eza na mapata, pe ekomaka """"mipepe makasi"""" ntango ekomaka na mabele."" (They start as funnels descending from storm clouds, and become ""tornadoes"" when they touch the ground). So, they are funnels *before* touching the ground.

*   **D: Ezali makonzí oyo ezali kobalusabalusa oyo etindika mopepe na libándá** (They are spinning columns that push air outwards): The text says tornadoes ""ebendaka mopepe ya zingazinga na kati mpe na libanda"" (draw surrounding air inwards and outwards). While there is outwards air movement, the primary description involves drawing air *inwards* towards the low-pressure center. The best choice is still B."
"Nakotala makomi oyo eleki, epai wapi moto oyo azali kosala mobembo asengeli kozwa toli mpo na makambo ya politiki na engumba oyo azali kokende?","The correct answer is **D: Ewuti na gouvernement na bango moko**.

Here's why:

*   The passage specifically warns against relying on the travel advisories of other countries, as they are tailored to their own citizens.
*   While the passage doesn't explicitly recommend getting advice from one's own government, it implies it by warning against other sources. It is the most reliable source of information for one's own citizens.
*   The other options are explicitly dismissed or implied to be unreliable in the passage."
"Soki toli ya mobembo ezwi, nini mwana mboka ya mboka mopaya akoki kokutana na yango te?","The correct answer is **D: Bansango oyo epesami na sikisiki na ntina makambo ya politiki ya ekolo** (Detailed and specific information about the political situation of the country).

Here's why:

The passage states: ""Makanisi oyo balobelaka ezalaka mbala mingi ya likololikolo, ya bongobongo, pe ya mozindo te soki okokanisi yango na basango ya mozindo oyo eza na bisika mosusu."" This translates to ""The opinions expressed are often superficial, general, and not deep compared to in-depth information found elsewhere.""  Therefore, a foreign citizen relying solely on travel advisories would **not** have access to detailed and specific political information.

Let's analyze why the other options are less likely:

*   **A: Bolongoli ya assurance oyo epesaki makambo mabe (Cancellation of insurance that gave false information):** While this *could* happen if someone misrepresented their situation, it's not the primary risk described in the passage. The passage focuses on the *limitations* of travel advisories, not deliberate fraud.
*   **B: Bokusi oyo ezalaki nan se mingi nan tina na makambo ya politiki ya ekolo (Intense politicization):** The passage doesn't discuss politicization.
*   **C: Assurance maladi oyo ebebisamaki (Health insurance that is damaged):** The passage mentions that travel can compromise your health insurance, so someone could experience this."
"Nakotala makomi oyo eleki, lolenge nini ya mobembo ezali na likoki mingi te ya kosenga lisalisi ya kosala réservation epai ya agent ya mobembo?","Mpo na kolandela malamu makomi oyo eleki, totala makambo oyo ekoki kosenga lisalisi ya agent ya mobembo:

*   **Makambo mingi:** Makomi elobi ete bakompani ya mibembo ezalaka malamu mpona ""mibembo oyo ekosenga kotala makambo koleka oyo moto azosala mobembo amona na bozalisi, bokoko, lokota to mikili ya bobola.""
*   **Mikakatano:** Mibembo oyo ezali na mikakatano lokola lokota to mibembo ya liboso na mboka mopaya.
*   **Mbongo:** Makomi elobi ete masanga mosusu eyebana na makambo mosusu etali mobembo, mbongo bakofuta to esika bakokende. Mobembo molai ya poso mibale na budget moko ya sikisiki mpenza ekosenga lisalisi ya agent.

Na yango, A ezali réponse oyo ebongi te.

**Na yango, réponse ya malamu ezali: A: Mobembo na likita ya mosala na engumba moko mobembo oyo akendaki kotala liboso.**

Mobembo na likita ya mosala na engumba moko mobembo oyo akendaki kotala liboso esengaka te lisalisi ya agent ya mobembo, mpo ete moto yango amesana na engumba yango mpe na likita ya mosala."
"Nakotala makomi oyo eleki, na likambo nini moto oyo azali kosala mobembo akozwa matomba mingi soki asalisi mosali ya mobembo?","The correct answer is **B: Ntango mobembo azali na posa ya kosala réservation ya excursion spécialisée mpo nampo na mbala ya liboso**

Here's why:

*   **The passage states:** ""Kompani ya mobembo ezalaka mbala mingi liponi ya malamu mpona mobembo oyo ekosenga kotala makambo koleka oyo moto azosala mobembo amona na bozalisi, bokoko, lokota to mikili ya bobola."" (Travel agencies are often a good choice for travel that involves more than the traveler typically sees in nature, culture, language, or countries.)
*   **Option B directly aligns with this:** A specialized excursion requires expertise and knowledge beyond what a typical traveler might have. The passage implies that travel agencies excel at handling these complex trips.

Let's look at why the other options are not the best fit:

*   **A: Ntango mobembo azali kosala réservation ya ba vols ya kokende mpe kozonga mpo na kotala mboka na bango:** Booking basic round-trip flights is relatively straightforward and can often be done easily online without the need for a travel agent.
*   **C: Ntango mobembo ayebi malamu monɔkɔ ya mboka ya esika oyo azali kokende congé:** Knowing the language makes travel easier and reduces the need for assistance.
*   **D: Ntango mobembo azali kokende kotala esika oyo bokeseni ya mimeseno eyebani na bango:** Even though cultural differences exist, the passage highlights a travel agency's expertise is more helpful when exploring places outside of someone's personal view of culture, language, or environment.

Therefore, the best answer is **B**."
"Nakotala makomi oyo eleki, nini ekoki kosalisa moto oyo azali kosala mobembo azanga mawa ntango azali kotala bisika ya sika?","The correct answer is **B: Kolinga komeka bilei oyo oyebi te**.

Here's why:

* **The Passage's Main Point:** The passage emphasizes that things will be different when you travel and that you need to be open-minded to avoid frustration and resentment. It encourages acceptance of the differences in culture, customs, and daily life.
* **Why B is Correct:** Option B, ""Kolinga komeka bilei oyo oyebi te"" (Being willing to try foods you don't know), directly aligns with the passage's advice to accept differences. Trying new foods demonstrates openness and willingness to experience a different culture, which helps avoid disappointment and resentment.
* **Why the Other Options are Incorrect:**
    * **A: Kozela mibeko ya ndenge moko lokola esika oyo bauti** (Expecting the same rules as where they come from): This is the *opposite* of what the passage advises. Expecting things to be the same is a recipe for frustration.
    * **C: Kokangama na mibeko ndenge moko na esika bawuti** (Adhering to the same rules as where they come from): Similar to A, this contradicts the passage's core message about accepting different customs.
    * **D: Koboya bolukiluki ya liboso mpo na esika ya kolala** (Refusing prior research on the place of accommodation): The passage never mentions anything about accommodation research.

Therefore, the best answer is **B**.
"
"Na kotalela makambo oyo ezali na mokapo yango, moto ya ndenge nini akoki kozala na mawa ntango azali kokende na esika mosusu?","The correct answer is **C: Moto oyo azali na makanisi ya kokangama** (Someone with fixed ideas/a rigid mindset).

Here's why:

* **The passage emphasizes adapting to differences.** It warns against expecting things to be the same as ""home.""
* **Someone with fixed ideas is *resistant* to change and different ways of doing things.** They'd likely be frustrated by the differences in customs, laws, food, etc., mentioned in the passage, leading to unhappiness or even resentment.

Let's look at why the other options are less likely:

* **A: Moto oyo alingaka bilei ya exotiques (Someone who likes exotic food):** This person would likely enjoy trying new foods and wouldn't be unhappy about different cuisines.
* **B: Moto oyo azali kokola malamu na mbongwana (Someone who thrives on change):** This person would be excited by the differences and wouldn't be unhappy.
* **D: Moto oyo asepelaka koyekola (Someone who likes to learn):** This person would be curious and engaged by the new experiences and wouldn't likely be unhappy.

Therefore, only someone with a rigid mindset (fixed ideas) would be likely to experience regret or unhappiness due to the differences described in the passage.
"
"Na makambo oyo elandi, oyo wapi ezali toli oyo ebongi te mpo na bato oyo bazali kosala mibembo mpo na mbala ya liboso na mboka oyo ezali naino na bozwi mingi te?","Réponse correcte est **B: Boya kolekisa mbongo mingi na bilei na boumeli ya mwa mikolo na yo ya liboso**.

Explication:

Le texte donne les conseils suivants:

*   Se familiariser avec les différences culturelles.
*   Utiliser des hôtels de luxe au début pour s'adapter.
*   Ne pas dormir à même le sol dans des endroits inconnus.
*   Utiliser un lit de camp ou un hamac si on campe.

Le conseil de ""kolekisa mbongo mingi na bilei"" (dépenser beaucoup d'argent en nourriture) n'est pas donné dans le texte. Au contraire, il suggère d'utiliser des hôtels avec des services déjà inclus pour faciliter l'adaptation, mais ne recommande pas de dépenser beaucoup en nourriture spécifiquement.

Les autres options sont basées sur les conseils donnés dans le texte.
"
"Na makambo oyo elandi, oyo wapi elobelami te lokola likambo ya kolekisa ndelo ntango ozali komesana na mboka oyo ezali naino na bozwi mingi te?","The correct answer is **C: Matela to pad mpo na kosala camp**.

Here's why:

*   The passage recommends bringing a camping bed or hammock to *avoid* sleeping on the ground. It doesn't mention sleeping on a matela or pad as being excessive.
*   The passage recommends taking advantage of nice hotels with good food and services to adjust. This implies A, B, and D could be considered excessive if relied on too heavily and prevent one from experiencing the culture."
"Na ba options oyo elandi, oyo wapi ekozala malamu mpo nampo na mobateli ya police oyo alingi kopi oyo ebetami ten a papye ya politiki na ye, kasi akoki kosalela internet te?","Réponse exacte: **A: Kopesa kopi moko na moninga na ye ya mobembo**

Explication:

* **A:** Soki mobateli ya police azali na moninga ya mobembo, apesaka bango kopi ya makomi. Moninga akoki kopesa kopi yango soki esengeli, ata soki mobateli ya police azali na internet te.
* **B:** Komitindela bango moko kopi na nzela ya email esengi internet, oyo mobateli ya police aza na yango te.
* **C:** Kobatela kopi moko kati na mémoire ya ordinateur moke na bango ezali malamu, kasi likambo likoki kobima soki ordinateur ebebi. Lisusu, soki ordinateur ezali ya ye moko te, akoki kozala na ndingisa te ya kotiya makomi yango kuna.
* **D:** Kobomba kopi moko na “lipata” esengi internet, oyo mobateli ya police aza na yango te.

Yango wana, option oyo eleki malamu mpo na mobateli ya police oyo aza na internet te ezali **A: Kopesa kopi moko na moninga na ye ya mobembo.**
"
