question,gemma3_answer
"Με βάση το απόσπασμα, πού θα μπορούσε να είναι ιδιαίτερα χρήσιμη μια άλλη μορφή πληρωμής εκτός από μια πιστωτική κάρτα, όταν ταξιδεύετε στα Φώκλαντ από τις Ηνωμένες Πολιτείες;",3
Ποιο γεγονός δεν συνδέεται με τον εορτασμό των φεστιβάλ του ναού;,1
Πού μπορεί να δει κανείς στολισμένους ελέφαντες;,3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω είναι ο πιο πιθανός τρόπος εξοικονόμησης χρημάτων για αεροπορικά εισιτήρια επιχειρηματικής θέσης ή πρώτης κατηγορίας;",1
"Σύμφωνα με το απόσπασμα, τι θα ήταν χάσιμο χρόνου να αναζητήσετε κατά την κράτηση ορισμένων κατηγοριών ναύλων;",3
Τι δεν χρειάζεται να προστίθεται κατά τη σύγκριση των συνολικών ναύλων για την Αφρική με ένα ναύλο για τον γύρο του κόσμου;,2
"Σύμφωνα με το απόσπασμα, τι προσφέρουν τα σούπερ μάρκετ σε ολοένα και μεγαλύτερη ποικιλία;",1
Ποιες παροχές που παρέχονται από ορισμένα σούπερ μάρκετ θα μπορούσαν να προσελκύσουν έναν πελάτη που αγοράζει έτοιμα τρόφιμα;,4
Ποιο από τα παρακάτω μπορεί να μην είναι κατανοητό από τους γαλλόφωνους Βέλγους και τους Ελβετούς;,1
Ποιο από τα παρακάτω δεν είναι το ίδιο στη Γαλλία με το Βέλγιο ή την Ελβετία;,1
Σε ποιο σενάριο από τα παρακάτω δεν είναι πιθανό να σας προσφέρουν ειδικά ναύλα σε περίπτωση ταξιδιού λόγω πένθους;,3
Τι ισχύει για τα ειδικά ναύλα σε περίπτωση ταξιδιού λόγω πένθους;,4
Πότε η χρήση μιας ανεξάρτητης μηχανής GPS θα ήταν πιο βολική από μια εφαρμογή πλοήγησης GPS;,3
Τι από τα παρακάτω δεν αποτελεί καλό λόγο για να χρησιμοποιήσετε μια εφαρμογή πλοήγησης GPS σε αντίθεση με μια ανεξάρτητη μηχανή GPS;,1
"Σύμφωνα με το απόσπασμα, πώς μπορείτε να εξασφαλίσετε το πιο ταιριαστό για εσάς πλοίο;",3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν χρησιμοποιείται ως τακτική για να μεγιστοποιήσουν τον χρόνο και τα χρήματα που ξοδεύουν οι επισκέπτες στα τυχερά παιχνίδια;",1
"Σύμφωνα με το απόσπασμα, τι πρέπει να αποφύγει ένας έξυπνος τζογαδόρος;",1
"Σύμφωνα με το απόσπασμα, ποιο μέρος του λόγου γράφεται πάντα με κεφαλαίο στη μέση μιας πρότασης;",2
"Σύμφωνα με το απόσπασμα, τι θα γινόταν πιο δύσκολο αν τα ουσιαστικά γράφονταν με κεφαλαίο;",3
"Στις αγροτικές περιοχές της Μαλαισίας, ποια χειρονομία σημαίνει «έλα εδώ»;",1
"Σύμφωνα με το απόσπασμα, ποια χειρονομία μπορεί να σημαίνει «γύρνα πίσω»;",1
"Σύμφωνα με το απόσπασμα, τι δημιουργεί χαράδρες;",2
"Σύμφωνα με το απόσπασμα, ποια από αυτά μπορεί να βρίσκονται καλυμμένα από περάσματα χιονιού;",1
"Με βάση το απόσπασμα, πριν από την επίσκεψη σε ποια τοποθεσία οι ταξιδιώτες θα πρέπει να λαμβάνουν επιπλέον προφυλάξεις;",2
Ποιο από τα παρακάτω δεν θα ήταν μια καλή πρόταση για έναν τουρίστα στην Γκόμα;,1
Από πότε θα είναι διαθέσιμη μια άδεια κατασκηνωτή εάν πρόκειται να κατασκηνώσει τον Αύγουστο;,2
Ποια πολιτική εφαρμόζεται για την προστασία του φαραγγιού;,4
Ποιο από τα παρακάτω είναι λιγότερο πιθανό να βρεθεί στον τύπο των ξενοδοχείων που περιγράφονται στο απόσπασμα;,4
"Με βάση τις πληροφορίες που παρουσιάζονται στο απόσπασμα, ποιες από τις παρακάτω παροχές είναι λιγότερο πιθανό να αναζητήσουν οι επισκέπτες του ξενοδοχείου;",4
"Σύμφωνα με το απόσπασμα, τι πρέπει να αποφεύγουν οι ταξιδιώτες που επισκέπτονται τη Γροιλανδία;",4
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω είναι πιο πιθανό να αποτελέσει πρόβλημα για τους απροετοίμαστους ταξιδιώτες που επισκέπτονται τη Γροιλανδία;",3
Ποιο από τα παρακάτω χρησιμοποιείται τώρα ως κεντρική πλατεία;,1
"Σύμφωνα με το απόσπασμα, τι από τα παρακάτω δεν θα βρει κάποιος στο Jardín de la Unión;",4
"Με βάση το απόσπασμα, ποιες από τις παρακάτω δηλώσεις σχετικά με την ημερήσια πεζοπορία θα μπορούσαν να θεωρηθούν ανακριβείς;",4
"Σύμφωνα με το απόσπασμα, πότε μια ημερήσια πεζοπορία απαιτεί ελάχιστη προετοιμασία;",2
Ποια είναι η διαφορά μεταξύ των οροπεδίων που βρίσκονται στο Ρόγκαλαντ και το Αγντέρ σε σύγκριση με την υπόλοιπη Νορβηγία;,4
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν θα ήταν συνηθισμένο για τη Νορβηγία;",2
Πότε θα πρέπει οι τουρίστες που ενδιαφέρονται για σκι να επισκεφθούν τα πάρκα στα βουνά της Ινδίας;,1
"Σύμφωνα με το απόσπασμα, πότε επισκέπτονται συνήθως οι περισσότεροι τουρίστες τα πάρκα στα βουνά της Ινδίας;",3
Τι πρέπει να αποφύγετε αν θέλετε να βρείτε ένα σκάφος που αναζητά πλήρωμα;,4
Τι πρέπει να κάνετε γύρω από τις μαρίνες όταν ψάχνετε για ένα σκάφος που χρειάζεται πλήρωμα;,1
Ποια τοποθεσία θα προσελκύσει έναν τουρίστα που ενδιαφέρεται για το αποικιοκρατικό παρελθόν του νησιού;,1
Ποια τοποθεσία θα απευθυνόταν σε έναν τουρίστα που δίνει προτεραιότητα στην εκπληκτική θέα;,4
Τι διαθέτουν μερικές σέλες ώστε να βοηθούν στο να μετριαστεί ο κίνδυνος να μπλεχτεί το πόδι ενός αναβάτη σε έναν αναβολέα;,2
Ποιο χαρακτηριστικό ενός ειδικού παπουτσιού ιππασίας συμβάλλει στην αύξηση της ασφάλειας του αναβάτη όταν χρησιμοποιεί αναβολείς;,3
Τι προσφέρεται στους ταξιδιώτες μέσω των δικτύων ανταλλαγής φιλοξενίας;,1
"Με βάση το απόσπασμα, τι από τα παρακάτω σχετικά με τα δίκτυα ανταλλαγής φιλοξενίας δεν είναι αληθές;",1
"Σύμφωνα με το απόσπασμα, ποιος τύπος φιλοξενούμενου είναι λιγότερο πιθανό να βρεθεί σε κοινόχρηστο δωμάτιο ενός χόστελ;",3
"Με βάση το απόσπασμα, ποιος είναι πιο πιθανό να μείνει σε χόστελ;",2
"Σύμφωνα με το απόσπασμα, τι από τα παρακάτω ισχύει όσον αφορά τη ρίψη μπούμερανγκ;",4
Ποιο από τα παρακάτω υλικά χρησιμοποιείται κυρίως στην κουζίνα της Ιάβα;,3
"Σύμφωνα με το απόσπασμα, πώς εξαπλώνεται μια μεταδοτική ασθένεια;",2
"Σύμφωνα με το απόσπασμα, τι δεν αποτελεί παράγοντα για να προκληθεί μια μολυσματική ασθένεια;",1
Σε ποιο σενάριο η επιλογή ενός διαμεσολαβητή ιστού έναντι ενός παρόχου προσωπικών VPN θα ήταν επαρκής για τις ανάγκες του χρήστη;,3
"Σύμφωνα με το απόσπασμα, τι από τα παρακάτω δεν ισχύει όσον αφορά τα VPN και τους διακομιστές ιστού;",4
Πώς μπορεί κάποιος να χρησιμοποιεί μια τηλεφωνική εταιρεία εκτός της περιοχής στην οποία βρίσκεται;,1
"Σύμφωνα με το απόσπασμα, τι μπορεί να χρειαστεί να κάνετε προκειμένου να λαμβάνετε ορισμένες κλήσεις;",1
Ποιο από τα παρακάτω δεν περιγράφει με ακρίβεια την προφορά των ιταλικών λέξεων;,4
Ποιο από τα παρακάτω χαρακτηριστικά της πόλης της Σμύρνης προϋπήρχε από τα αρχαία χρόνια;,4
Ποιο από τα παρακάτω δεν είναι αλήθεια σχετικά με την πόλη της Σμύρνης;,2
Η λέξη hanami αναφέρεται στην παρακολούθηση τίνος από τα παρακάτω;,1
Ποιος διοργάνωσε τις πρώτες γιορτές για την παρακολούθηση της ανθοφορίας των κερασιών;,3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω χαρακτηριστικά της Ιερουσαλήμ είναι λιγότερο πιθανό να προσελκύσει τουρισμό;",2
Ποιο από τα παρακάτω δεν αναφέρεται στο απόσπασμα ως κάτι για το οποίο φημίζεται η Ιερουσαλήμ;,2
"Σύμφωνα με το απόσπασμα, ποιος τύπος ταξιδιώτη δεν θα ωφεληθεί από την αγορά μιας Γουάϊλντ Καρντ;",2
Ποια δήλωση δεν περιγράφει με ακρίβεια το Εθνικό Πάρκο Κρούγκερ (ΚΝΡ);,3
Ποιο από τα παρακάτω είναι πιο πιθανό να αποτελέσει κίνδυνο για τους ορειβάτες σε όλα τα απότομα τμήματα του βουνού;,1
Ποια από τις παρακάτω δηλώσεις δεν εκφράζει με ακρίβεια την ανάβαση του όρους Μάτσου Πίτσου όπως περιγράφεται στο απόσπασμα;,2
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν αποτελεί βασικό συστατικό της κουζίνας της Μαγιόρκα;",3
"Με βάση τις πληροφορίες στο απόσπασμα, ποια δήλωση σχετικά με τα γεύματα hangi δεν είναι αληθής;",1
Ποιο από τα παρακάτω δεν αναφέρεται ως συνήθης τρόπος θέρμανσης του λάκκου hangi;,1
Τι θα μπορούσε να οδηγήσει στην ιδιαίτερη εκτίμηση από έναν μοναχό ή μια καλόγρια;,1
Ποιο από τα παρακάτω είδη ένδυσης δεν είναι πιθανό να είναι διαθέσιμο προς δανεισμό από ένα μοναστήρι; ,2
Πότε θα έχει ένας επισκέπτης περισσότερες ευκαιρίες να δει τα αστέρια ενώ επισκέπτεται περιοχές της Ανταρκτικής;,3
Πότε ένα δορυφορικό τηλέφωνο δεν θα ήταν μια καλή αντικατάσταση για ένα κινητό τηλέφωνο;,1
Πότε ένα δορυφορικό τηλέφωνο θα ήταν προτιμότερο από ένα κινητό τηλέφωνο;,2
Σύγκρουση για ποιο από τα παρακάτω οδήγησε στη δημιουργία της Δημοκρατίας της Υπερδνειστερίας;,2
Τι από τα παρακάτω έχει η Δημοκρατία της Υπερδνειστερίας σε αντίθεση με την υπόλοιπη Μολδαβία;  ,3
"Σύμφωνα με το απόσπασμα, πότε πρέπει ένας ταξιδιώτης να επισκεφθεί το Μοντεβιδέο εάν θέλει να αποφύγει τις συνθήκες ισχυρών ανέμων;",3
"Σύμφωνα με το απόσπασμα, πότε πρέπει ένας ταξιδιώτης να επισκεφθεί το Μοντεβιδέο εάν προτιμά ένα πιο δροσερό κλίμα;",4
"Σύμφωνα με το απόσπασμα, ποιο από τα ακόλουθα θα σχετιζόταν με έναν καταξιωμένο καλλιτέχνη γκράφιτι, σε αντίθεση με τον βανδαλισμό;",1
Ποια πτυχή των μουσικών φεστιβάλ θεωρούν κάποιοι από τους παρευρισκόμενους ως πολύ σημαντικό κομμάτι της εμπειρίας;,2
"Σύμφωνα με το απόσπασμα, σε τι πρέπει να δώσει προτεραιότητα ένας παρευρισκόμενος σε φεστιβάλ εάν θέλει να κατασκηνώσει κοντά στη μουσική;",4
"Σύμφωνα με το απόσπασμα, ποια μέρη πρέπει να αποφεύγουν οι επισκέπτες όταν αναζητούν νυχτερινή ζωή στο βόρειο Νέο Μεξικό;",2
"Σύμφωνα με το απόσπασμα, πού είναι πιο πιθανό ένας επισκέπτης να βρει ψυχαγωγία με επωνύμους στο βόρειο Νέο Μεξικό;",3
Οι ταξιδιώτες που ενδιαφέρονται για τα έξοδα ταξιδιού μπορεί να θέλουν να αποφύγουν ποιο είδος ποτού;,4
"Με βάση την περιοχή που περιγράφεται στο απόσπασμα, ποια από τις ακόλουθες παραγγελίες ποτών είναι πιθανό να μπερδέψει έναν σερβιτόρο;",4
"Με διάρκεια τριών αιώνων, η περίοδος του αποικισμού ξεκίνησε από ποια ομάδα;",4
"Σύμφωνα με το απόσπασμα, ποιος είναι ο καλύτερος τρόπος για να κάνετε έναν Παριζιάνο να σας συμπαθήσει;",3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν θεωρείται στερεοτυπικό χαρακτηριστικό των Παριζιάνων;",3
Ποιο είναι το όφελος της Πρώτης Κατηγορίας του μετρό στο Κέιπ Τάουν;,2
"Σύμφωνα με το απόσπασμα, τι διαθέτει κάθε τρένο που διευκολύνει τη μετακίνηση μέσα και γύρω από το Κέιπ Τάουν;",4
Τι από τα παρακάτω δεν είναι πιθανό να προκαλέσει ένα μολυσματικό ζώο;,4
Πού μπορεί κανείς να αγοράσει προπληρωμένες τηλεφωνικές κάρτες;,3
Πώς μπορεί κανείς να έχει πρόσβαση στις ευνοϊκές χρεώσεις που προσφέρονται από κάποιες κάρτες;,2
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δέντρα είναι λιγότερο συνηθισμένο στο εθνικό πάρκο στη λίμνη Πλίτβιτσε;",2
Ποια από τα παρακάτω ζώα υπό εξαφάνιση συναντώνται στο εθνικό πάρκο στη λίμνη Πλίτβιτσε;,4
"Σύμφωνα με το απόσπασμα, σε τι βοηθούν στην πραγματικότητα οι κωδικοί περιοχής;",2
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω είναι ψέμα που διαδίδεται από τις εταιρείες μέσων ενημέρωσης σχετικά με τους κωδικούς περιοχής;",2
"Όταν φτάνετε στην πατρίδα σας, ποια διαδικασία δεν συνηθίζεται;",4
Ποιο από τα παρακάτω πρέπει να γνωρίζετε πριν φτάσετε στην πατρίδα σας;,2
"Σύμφωνα με το απόσπασμα, η αφθονία ποιανού πράγματος επιτρέπει στους ορειβάτες να ανακαλύπτουν συνεχώς νέες διαδρομές μέσα στην κοιλάδα του Κοτσαμό;",4
"Με βάση τις πληροφορίες που δίνονται στο απόσπασμα, ποιος καλύπτει τις περισσότερες διελεύσεις στο Νότιο Ημισφαίριο;",2
Ποια αεροπορική συμμαχία καλύπτει τον μικρότερο αριθμό θαλάσσιων διελεύσεων στο Νότιο Ημισφαίριο;,4
Ποια οργάνωση ξεναγήσεων διαδέχθηκε την Γκλόμπαλ Ράνινγκ Τουρς;,2
"Σύμφωνα με το απόσπασμα, η Γκόου Ράνινγκ Τουρς βοηθά στη δικτύωση πόσων παρόχων περιήγησης σε αξιοθέατα;",3
Τι πρέπει να κάνει ένας τουρίστας για να εξασφαλίσει την καλύτερη δυνατή ορατότητα ενός τσίτα;,3
"Με βάση το απόσπασμα, τι είδους ζώο είναι πιθανό να συναντήσει ένας επισκέπτης κατά τη διάρκεια μιας εκδρομής σαφάρι με όχημα;",2
"Σύμφωνα με το απόσπασμα, τι θα μείωνε το κόστος μιας εκδρομής;",2
"Σύμφωνα με το απόσπασμα, ποιος θα μπορούσε να εξασφαλίσει την καλύτερη τιμή για μια εκδρομή;",4
"Σύμφωνα με το απόσπασμα, τι συνέβαλε στην παγκόσμια αναγνώριση του Σαν Φρανσίσκο;",1
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις σχετικά με το Σαν Φρανσίσκο δεν είναι αλήθεια;",4
"Σύμφωνα με το απόσπασμα, ποιος τύπος ταξιδιώτη λογικά δεν θα επωφεληθεί από τη χρήση των υπηρεσιών ενός ταξιδιωτικού πράκτορα;",2
Ποιο από τα παρακάτω δεν αναφέρεται στο απόσπασμα ως πλεονέκτημα της κράτησης μέσω ταξιδιωτικού πράκτορα;,1
"Σύμφωνα με το απόσπασμα, για τι δεν είναι ικανές οι εφαρμογές μετάφρασης κειμένου σε πραγματικό χρόνο;",4
Ποιο μέσο επιτρέπει τη μετάφραση εκτός σύνδεσης;,3
Ποιο από τα παρακάτω δεν προκαλεί χιονοστιβάδες;,1
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω πέφτει με τη μορφή χιονοστιβάδας;",3
"Σύμφωνα με το απόσπασμα, το κάρυ αποτελείται από ποια υλικά;",2
"Σε ορισμένες περιοχές, αντί για ποιο υλικό χρησιμοποιείται μερικές φορές γάλα καρύδας στο κάρυ;",3
Γιατί είναι απαραίτητος ο ελιγμός γύρω από τα Διανταρκτικά Όρη για να ανεβείτε στο οροπέδιο;,3
Τι σημαδεύεται με σημαίες κατά μήκος του South Pole Traverse;,3
Τι δεν αναφέρεται στο απόσπασμα ως κάτι που πρέπει να γνωρίζουν οι τουρίστες όταν εξερευνούν τη Νότια Αφρική;,3
"Σύμφωνα με το απόσπασμα, ποιες θα αποτελούσαν κακές συμβουλές για τους τουρίστες που επιθυμούν να εξερευνήσουν τη Νότια Αφρική με αυτοκίνητο;",2
Ποιο από τα παρακάτω δεν αναφέρεται στο απόσπασμα ως πιθανός κίνδυνος εάν αφήσετε τις αποσκευές σας αφύλακτες;,3
Τι δεν αναφέρεται στο απόσπασμα όσον αφορά τη μεταφορά ναρκωτικών;,4
Ποιο είδος ποτού δεν αναφέρεται ως κάτι που πρέπει να δοκιμάσετε να φτιάξετε διακοπές στο σπίτι;,3
Ποιο από τα παρακάτω πρέπει να επισκεφθείτε κατά τη διάρκεια διακοπών στο σπίτι εάν ζείτε σε μέρος με συνήθεια το να πίνει κανείς διάφορα ποτά;,3
Πού βρίσκονται τα γλυπτά περιστεριών;,2
Ποιος τύπος θεώρησης μπορεί να απαιτεί την προσκόμιση τεκμηρίων για την ύπαρξη πόρων προκειμένου να μπορέσετε να συντηρήσετε τον εαυτό σας;,4
Ποιος είναι πιο πιθανό να χρειαστεί μια θεώρηση για μεγαλύτερης διάρκειας παραμονή;,3
Πότε πρέπει να προσέχετε ιδιαίτερα τα κουνούπια;,3
"Σύμφωνα με το απόσπασμα, τι δεν πρέπει να κάνετε προκειμένου να αποφύγετε τα κουνούπια κατά την οδήγηση μέσα στο τροπικό δάσος;",1
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις σχετικά με το Σάνταρμπανς δεν είναι αληθής;",2
Ποιο τμήμα του δάσους βρίσκεται σε ινδικό έδαφος;,1
"Σύμφωνα με το απόσπασμα, ποιος είναι πιο πιθανό να έχει έστω και περιορισμένη κατανόηση της αγγλικής γλώσσας;",2
"Σύμφωνα με το απόσπασμα, τι μπορεί να είναι δύσκολο να προφέρει κάποιος;",2
"Σύμφωνα με το απόσπασμα, ποιο σενάριο θα ήταν ιδανικό για έναν ταξιδιώτη που σχεδιάζει να πάρει λεωφορείο από τον διαπεριφερειακό σταθμό;",1
Ποια θα ήταν μια καλή συμβουλή για έναν τουρίστα που θέλει να ταξιδέψει ανατολικά από τον διαπεριφερειακό σταθμό λεωφορείων;,2
Ποιο από τα παρακάτω δεν αποτελεί ακριβή περιγραφή του Τιμπουκτού;,3
Ποιο από τα παρακάτω γεγονότα σχετικά με το Τιμπουκτού είναι αλήθεια;,1
Πότε προγραμματίστηκαν αρχικά οι θερινοί Ολυμπιακοί Αγώνες; ,4
"Σύμφωνα με το απόσπασμα, σε ποιο σημείο μετατρέπεται κάποιο χωνί σε ανεμοστρόβιλο;",4
Ποιο από τα παρακάτω αποτελεί ακριβές χαρακτηριστικό ενός ανεμοστρόβιλου;,2
"Σύμφωνα με το απόσπασμα, από πού πρέπει κάποιος ταξιδιώτης να λαμβάνει συμβουλές σχετικά με την πολιτική κατάσταση που επικρατεί στην πόλη προορισμού του;",4
"Σε περίπτωση παροχής ταξιδιωτικών οδηγιών, τι είναι απίθανο να βιώσει ένας αλλοδαπός πολίτης;",4
"Σύμφωνα με το απόσπασμα, για ποιον τύπο ταξιδιού είναι λιγότερο πιθανό να χρειαστείτε βοήθεια από ταξιδιωτικό πράκτορα κατά την κράτηση;",1
"Σύμφωνα με το απόσπασμα, σε ποιο σενάριο ένας ταξιδιώτης θα επωφεληθεί περισσότερο από τη βοήθεια ενός ταξιδιωτικού πράκτορα;",2
"Σύμφωνα με το απόσπασμα, με ποιον τρόπο ένας ταξιδιώτης μπορεί να αποφύγει την απογοήτευση όταν επισκέπτεται νέα μέρη;",1
"Με βάση τις πληροφορίες στο απόσπασμα, ποιος τύπος ατόμου μπορεί να βιώσει απογοήτευση όταν ταξιδεύει σε ξένο μέρος;",3
Ποιο από τα παρακάτω δε θα προτείνατε σε ταξιδιώτες που επισκέπτονται μια αναπτυσσόμενη χώρα για πρώτη φορά;,2
Ποιο από τα παρακάτω δεν αναφέρεται ως κάτι στο οποίο πρέπει να «επενδύσουμε» όταν εγκλιματιζόμαστε σε μια αναπτυσσόμενη χώρα;,3
"Ποια από τις παρακάτω επιλογές θα ήταν η καλύτερη για έναν κάτοχο ασφαλιστηρίου που επιθυμεί ένα εικονικό αντίγραφο του, αλλά ενδέχεται να μην έχει πρόσβαση στο διαδίκτυο;",3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν χρειάζεται να εμφανίζεται στο ασφαλιστήριο;",4
"Σύμφωνα με το απόσπασμα, ποιο αρνητικό μέγεθος αντικατοπτρίζει τον τύπο φιλμ που χρησιμοποιείται πιο συχνά;",4
Ποιος από τους παρακάτω τύπους φιλμ προσφέρουν ανάλυση που είναι παρόμοια με μια DSLR;,1
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω θα ήταν το τελευταίο βήμα για να ξεκινήσει κάποιος την ενασχόληση με τη συγγραφή ταξιδιωτικών κειμένων;",3
"Ποιες από τις παρακάτω δεξιότητες θα πρέπει κάποιος να βελτιώσει πρώτα, όταν ξεκινάει την ενασχόληση με τη συγγραφή ταξιδιωτικών κειμένων;",1
Σε τι είδους κλίμα ερχόμαστε συνήθως αντιμέτωποι με εντερικά προβλήματα;,3
"Σύμφωνα με το απόσπασμα, η τακτική έκθεση θα μπορούσε να οδηγήσει σε ανοσία από τι;",2
Ποιο από τα παρακάτω αποτελεί πλεονέκτημα για ταξίδια εντός της ζώνης Σένγκεν;,1
Τι δεν μπορεί πλέον να βρεθεί στον τάφο του Τουταγχαμών;,4
"Σύμφωνα με το απόσπασμα, ποιος προορισμός του Βανκούβερ αποτελεί τον λιγότερο ελκυστικό για τους ταξιδιώτες που προσέχουν ιδιαίτερα τις τιμές; ",4
"Σύμφωνα με το απόσπασμα, ποιος προορισμός είναι πιο πιθανό να προσφέρει στους ταξιδιώτες μια αυθεντική εμπειρία του Βανκούβερ;",1
"Σύμφωνα με το απόσπασμα, πότε πρέπει οι ταξιδιώτες να επισκεφθούν τους καταρράκτες εάν αναζητούν ανεμπόδιστη θέα;",4
"Σύμφωνα με το απόσπασμα, ποιο είναι ένα πλεονέκτημα της επίσκεψης των Καταρρακτών της Βικτωρίας μεταξύ Νοεμβρίου και Μαρτίου;",3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν συνιστάται όταν χρησιμοποιείτε ένα drone για να κινηματογραφήσετε;",4
"Σύμφωνα με το απόσπασμα, ποια είναι τα καλύτερα μέρη για να κινηματογραφείτε με drone;",4
"Με βάση το απόσπασμα, ποια δήλωση σχετικά με την απαίτηση εγγραφής στα μητρώα για τη διαδικασία έκδοσης βίζα δεν είναι αληθής;",2
Σε ποιο από τα παρακάτω σημεία δεν μπορεί να πάει κάποιος τουρίστας για να χειριστούν την καταχώρησή του;,3
Ποιος δεν θα ωφεληθεί από τον εθελοντισμό κατά τη διάρκεια ενός ταξιδιού;,2
"Σύμφωνα με το απόσπασμα, πώς μπορεί να είναι επωφελής ο εθελοντισμός για έναν ταξιδιώτη με περιορισμένο προϋπολογισμό ενώ βρίσκετε στο εξωτερικό;",3
"Σύμφωνα με το απόσπασμα, τι θα μπορούσε να θεωρηθεί υπερβολικό σε μια συνηθισμένη επίσκεψη στον Κόσμο της Ντίσνεϊ;",3
Τι από τα παρακάτω δεν ισχύει σχετικά με τον Κόσμο της Ντίσνεϊ;,1
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω θέματα είναι πιθανότερο να μην καλυφθεί σε ένα μάθημα στο πλαίσιο επαγγελματικής εκπαίδευσης για επιβίωση σε εχθρικό περιβάλλον ή στα αντίστοιχα βιβλία και περιοδικά;",1
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω θέματα είναι πιο πιθανό να καλυφθεί σε ένα μάθημα στο πλαίσιο επαγγελματικής εκπαίδευσης για επιβίωση σε εχθρικό περιβάλλον;",1
"Σύμφωνα με το απόσπασμα, τι είναι καλύτερο να κάνουμε για να αποφύγουμε την κατανάλωση πιθανώς μολυσμένου νερού;",2
"Σύμφωνα με το απόσπασμα, τι μπορεί να είναι σχεδόν αδύνατο ακόμη και για ικανούς κολυμβητές;",3
Τι πρέπει να κάνετε αν παρασυρθείτε από κάποιο θαλάσσιο ρεύμα;,1
"Σύμφωνα με το απόσπασμα, σε ποια τοποθεσία θα μπορούσε η επίσκεψη σε ένα κάστρο να αποτελέσει μια αξιόλογη ταξιδιωτική εμπειρία;",3
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω συνιστάται για τις γυναίκες που ταξιδεύουν στην περιοχή;",3
"Με βάση την περιοχή που περιγράφεται στο απόσπασμα, ποια θα ήταν μια χρήσιμη συμβουλή για τις γυναίκες ταξιδιώτες;",3
"Με βάση το απόσπασμα, ποιο σενάριο θα μπορούσε να αναγκάσει έναν φωτογράφο άγριας πανίδας να χρησιμοποιήσει ειδικό φακό;",1
Ποιο από τα παρακάτω δεν αναφέρεται στο απόσπασμα ως πιθανή πρόκληση για τους φωτογράφους άγριας πανίδας;,3
Ποιο από τα παρακάτω θα μπορούσε να προκαλέσει τα λιγότερα προβλήματα σε έναν οδηγό που κινείται μέσα από ορεινά περάσματα;,1
Τι είναι πιθανό να παραμείνει σταθερό όσον αφορά τον φόρο εισοδήματος σε διάφορες χώρες;,2
"Σύμφωνα με το απόσπασμα, αν εργάζεστε στο εξωτερικό, αλλά έχετε την έδρα σας κάπου αλλού, πού είναι πιθανό να καταθέτετε τους φόρους εισοδήματός σας;",3
Ποια από τις παρακάτω δηλώσεις δεν περιγράφει επακριβώς μια Παγκόσμια Έκθεση;,4
Ποιο από τα παρακάτω αποτελεί κανόνα μιας Παγκόσμιας ή Διεθνούς Έκθεσης;,1
Ποιο από τα παρακάτω θα μείωνε την πιθανότητα επίθεσης ενός ζώου;,2
Ποιο από τα παρακάτω δεν αναφέρεται στο απόσπασμα ως πιθανή αιτία επιθέσεων άγριων ζώων;,4
